"station_id","latitude","longitude","subway_line","address_by_law"
1,37.55572891,126.9721451,"1,4,KJ,AP",1114012000
2,37.56562424,126.9769363,"1,2",1114016700
3,37.570169,126.983099,"1",1111012600
4,37.5715695,126.991895,"1,3,5",1111015600
5,37.570988,127.001921,"1",1111016300
6,37.5712557,127.0090801,"1,4",1111017400
7,37.57610703,127.0245361,"1,2,US",1123010100
8,37.578196,127.034867,"1",1123010300
9,37.58016586,127.0443268,"1,KJ,KC",1123010700
10,37.573246,127.0163651,"1,6",1111017500
11,37.56604767,126.982399,"2",1114010400
12,37.56610107,126.9910583,"2,3",1114015500
13,37.5666977,126.998123,"2,5",1114015000
14,37.5649788,127.007742,"2,4,5",1114014900
15,37.5653138,127.0162493,"2,6",1114016200
16,37.56454086,127.029541,"2",1120010300
17,37.56117249,127.0372696,"2,5,DL,KJ",1120010700
18,37.55560303,127.0437622,"2",1120010700
19,37.54716873,127.0473328,"2",1120011400
20,37.544569,127.055974,"2",1120011500
21,37.5398956,127.0706737,"2,7",1121510500
22,37.537145,127.086135,"2",1121510500
23,37.53538895,127.0945511,"2",1121510300
24,37.52083206,127.1041489,"2",1171010200
25,37.513342,127.100155,"2,8",1171010200
26,37.5116359,127.085542,"2",1171010100
27,37.5113322,127.074955,"2,9",1171010100
28,37.50889587,127.0630798,"2",1168010500
29,37.5045072,127.048999,"2,DL",1168010100
30,37.5006645,127.036426,"2",1168010100
31,37.497942,127.027621,"2,ND",1168010100
32,37.493682,127.013705,"2,3",1165010800
33,37.49184,127.007688,"2",1165010800
34,37.4816246,126.9972916,"2",1165010100
35,37.47661209,126.9816284,"2,4",1159010700
36,37.477117,126.963418,"2",1162010100
37,37.48105621,126.9523544,"2",1162010100
38,37.482476,126.941574,"2",1162010100
39,37.48445511,126.9293976,"2",1162010200
40,37.48755264,126.9129562,"2",1159010900
41,37.48535538,126.901123,"2",1153010200
42,37.4919784,126.8954424,"2,7",1153010200
43,37.50874329,126.8911285,"1,2",1153010100
44,37.517989,126.894808,"2",1156012100
45,37.524152,126.89628,"2,5",1156011700
46,37.533875,126.90196,"2,9",1156011600
47,37.5499284,126.914407,"2,6",1144012000
48,37.556838,126.923774,"2,KJ,AP",1144012100
49,37.5551399,126.9369074,"2",1141011600
50,37.5568038,126.946309,"2",1144010800
51,37.557621,126.9561996,"2",1141011000
52,37.5597295,126.96321,"2,5",1141010200
53,37.56227112,127.0510025,"2",1120010600
54,37.5700591,127.0464306,"2",1120012200
55,37.5142728,126.8827957,"2",1153010100
56,37.51255035,126.8657455,"2",1147010100
57,37.51985168,126.8530579,"2",1147010100
58,37.57384491,127.0377426,"2",1123010200
59,37.5317498,126.846715,"2,5",1150010300
61,37.63650513,126.9188309,"3",1138011400
62,37.6188378,126.9213288,"3,6",1138010300
63,37.61091232,126.9297333,"3,6",1138010300
64,37.600869,126.935761,"3",1138010200
65,37.588792,126.944094,"3",1141011100
66,37.5822759,126.9503465,"3",1141011100
67,37.574453,126.957918,"3",1141010900
68,37.57588577,126.9732361,"3",1111010700
69,37.576556,126.985472,"3",1111014100
70,37.5612798,126.9942728,"3,4",1114013200
71,37.55904388,127.0050354,"3",1114014400
72,37.55444336,127.0110016,"3,6",1114016200
73,37.5480957,127.0158615,"3",1120011200
74,37.5402758,127.0182474,"3,KJ",1120011300
75,37.52683258,127.0282974,"3",1168010700
76,37.5162276,127.0198649,"3",1168010700
77,37.51307297,127.0117645,"3",1165010600
78,37.505981,127.0044362,"3,7,9",1165010700
79,37.48534393,127.0162125,"3",1165010800
80,37.4845326,127.034112,"3,ND",1165010800
81,37.487035,127.046918,"3",1168011800
82,37.4908992,127.05539,"3,DL",1168011800
83,37.494569,127.063446,"3",1168010600
84,37.496683,127.070549,"3",1168010600
85,37.493601,127.079526,"3",1168010300
86,37.483976,127.084137,"3",1168011400
87,37.48739243,127.1018524,"3,DL",1168011500
88,37.4925644,127.118732,"3,8",1171010700
89,37.4958132,127.1243402,"3",1171010700
90,37.5019926,127.128184,"3,5",1171011200
91,37.6703905,127.079252,"4",1135010500
92,37.6608208,127.0735668,"4",1135010500
93,37.6563987,127.063831,"4,7",1135010500
94,37.6529874,127.046852,"1,4",1132010700
95,37.6486534,127.03473,"4",1132010700
96,37.637979,127.02562,"4",1130510200
97,37.626394,127.026132,"4",1130510100
98,37.613251,127.030084,"4",1130510100
99,37.6041515,127.025429,"4",1129013400
100,37.5926925,127.016469,"4,US",1129011900
101,37.588442,127.0061645,"4",1129011100
102,37.5824178,127.001873,"4",1111017200
103,37.560965,126.986464,"4",1114012400
104,37.558541,126.978203,"4",1114011200
105,37.544897,126.97205,"4",1117010400
106,37.5353378,126.973858,"4,6",1117012400
107,37.529187,126.967886,"4",1117012500
108,37.5225931,126.973721,"4,KJ",1117012700
109,37.5025561,126.980423,"4,9",1159010600
110,37.4869419,126.982168,"4,7",1159010700
111,37.4638623,126.9891185,"4",1165010100
112,37.54164124,126.9712296,"1",1117010400
113,37.52956772,126.9641647,"1,KJ",1117012800
114,37.5136439,126.94211,"1,9",1159010100
115,37.513392,126.926407,"1",1156013200
116,37.51551,126.907796,"1",1156010200
117,37.51929092,126.9879608,"KJ",1117013300
118,37.52917099,127.0082169,"KJ",1117013100
119,37.5504303,127.0348969,"KJ",1120010800
120,37.5897601,127.058146,"1,KJ,KC",1123010900
121,37.5961813,127.063632,"1",1123011000
122,37.60200882,127.0672455,"1",1123011000
123,37.61499786,127.0659256,"1,6",1135010200
124,37.62341309,127.0622711,"1",1135010200
125,37.633114,127.058835,"1",1135010200
126,37.64479828,127.0514984,"1",1132010700
127,37.496208,127.052883,"DL",1168011800
128,37.4866848,127.059955,"DL",1168010300
129,37.4891159,127.065987,"DL",1168010300
130,37.49161911,127.0728149,"DL",1168011400
131,37.4705542,127.1266572,"8,DL",1171010900
132,37.51714325,126.91642,"1,5",1156013200
133,37.594948,127.076152,"KJ,KC",1126010300
134,37.59659958,127.0847168,"7,KC,KJ",1126010200
135,37.599708,127.092081,"KC,KJ",1126010200
136,37.60650635,127.1081009,"KJ",1126010500
153,37.55980301,126.9419174,"KJ",1141011400
154,37.5438253,126.9509914,"5,6,KJ,AP",1144010400
155,37.55133438,126.9355164,"KJ",1144011100
156,37.56846619,126.9160004,"KJ",1141012000
157,37.57795334,126.9002304,"6,KJ,AP",1138010100
158,37.58055878,126.8958282,"KJ",1138010100
205,37.50310898,126.8825684,"1",1153010200
206,37.48242569,126.8822403,"1,7",1154510100
207,37.45555878,126.8940811,"1",1154510300
217,37.46652603,126.889267,"1",1154510100
248,37.49443054,126.8583069,"1",1153010700
249,37.4944006,126.8447,"1",1153010800
260,37.4966646,126.870865,"1",1153010200
265,37.49227905,126.8239899,"1,7",1153011000
268,37.54403305,127.0448456,"DL",1120011400
269,37.52726364,127.0407639,"DL",1168010400
270,37.51736832,127.041008,"7,DL",1168010800
271,37.5102757,127.043884,"9,DL",1168010800
299,37.667404,127.044402,"1",1132010600
300,37.679441,127.045521,"1",1132010800
301,37.68984604,127.04599,"1,7",1132010800
323,37.5773839,126.8127402,"5",1150010900
324,37.57237,126.8061738,"5",1150010900
325,37.5619647,126.801323,"5,9,AP",1150011100
326,37.5611405,126.812429,"5",1150010800
327,37.5601546,126.824643,"5",1150010400
328,37.5588125,126.837455,"5",1150010400
329,37.5488053,126.83632,"5",1150010600
330,37.5416683,126.840443,"5",1150010300
331,37.5250199,126.856076,"5",1147010100
332,37.5261427,126.864573,"5",1147010100
333,37.5245551,126.875212,"5",1147010200
334,37.5255913,126.886416,"5",1156013400
335,37.522709,126.905095,"5",1156010100
336,37.5216257,126.924219,"5,9",1156011000
337,37.5271293,126.932961,"5",1156011000
338,37.53956604,126.9458923,"5",1144010400
339,37.55334473,126.9565811,"5",1144010100
340,37.5657582,126.966631,"5",1114017000
341,37.5716621,126.97642,"5",1111011600
342,37.560205,127.013875,"5,6",1114016200
343,37.5544671,127.0208,"5",1120011000
344,37.55760574,127.0298767,"5",1120010700
345,37.56626511,127.043129,"5",1120010500
346,37.56642914,127.0531464,"5",1120012200
347,37.56148529,127.0643921,"5",1123010600
348,37.55716324,127.0794449,"5,7",1121510200
349,37.552027,127.08963,"5",1121510200
350,37.54516983,127.1035156,"5",1121510400
351,37.5385965,127.1234629,"5,8",1174010900
352,37.5358379,127.1324874,"5",1174010900
353,37.5377716,127.139939,"5",1174010500
354,37.54605484,127.1431808,"5",1174010100
355,37.55131,127.144014,"5",1174010100
356,37.555051,127.15411,"5",1174010200
357,37.5567256,127.1663966,"5",1174010300
358,37.527657,127.136231,"5",1174010800
359,37.51654434,127.1311493,"5",1171011100
360,37.508559,127.12596,"5",1171011100
361,37.4980701,127.1347696,"5",1171011200
362,37.4932177,127.1439403,"5",1171011300
363,37.49473953,127.1522751,"5",1171011400
364,37.598676,126.9155705,"6",1138010900
365,37.606076,126.9227308,"6",1138010200
366,37.61838531,126.9328613,"6",1138010300
367,37.61119461,126.9171524,"6",1138010500
368,37.591014,126.913582,"6",1138010900
369,37.58366013,126.9093857,"6",1138011000
370,37.5699234,126.8990021,"6",1144012500
371,37.56338882,126.9033356,"6",1144012500
372,37.5560379,126.9100037,"6",1144012300
373,37.547736,126.92296,"6",1144011500
374,37.54728699,126.9317245,"6",1144011400
375,37.54764557,126.9420547,"6",1144010800
376,37.539289,126.961339,"6,KJ",1117011900
377,37.534574,126.986877,"6",1117010300
378,37.53446579,126.9936905,"6",1117013000
379,37.54027557,127.0017242,"6",1117013100
380,37.547966,127.0068207,"6",1114016200
381,37.58000183,127.0151825,"6",1111017400
382,37.585331,127.019391,"6,US",1129013000
383,37.586296,127.029137,"6",1129012500
384,37.5903415,127.0362774,"6",1129013500
385,37.60174942,127.0414276,"6",1129013600
386,37.606396,127.0484758,"6",1129013700
387,37.61061096,127.0571594,"6",1129013900
388,37.6176632,127.0756089,"6,7",1135010300
389,37.62031555,127.0844193,"6",1135010300
390,37.61736679,127.0914612,"6",1126010600
392,37.67744446,127.055336,"7",1135010500
393,37.6648145,127.0576998,"7",1135010500
394,37.6446275,127.0642932,"7",1135010600
395,37.6363408,127.067977,"7",1135010400
396,37.625787,127.072894,"7",1135010300
397,37.61078,127.077707,"7",1126010400
398,37.602572,127.079285,"7",1126010300
399,37.58852386,127.0873337,"7",1126010100
400,37.58161163,127.0884476,"7",1126010100
401,37.57358551,127.0864639,"7",1126010100
402,37.5657901,127.0842577,"7",1121510100
403,37.5480032,127.074607,"7",1121510200
404,37.5316925,127.0668488,"7",1121510500
405,37.51912,127.051937,"7",1168010400
406,37.514236,127.031593,"7",1168010800
407,37.511206,127.021728,"7",1168010800
408,37.5083046,127.0118256,"7",1165010600
409,37.487707,126.993598,"7",1165010100
410,37.4846516,126.9712573,"7",1159010700
411,37.4963452,126.953663,"7",1159010200
412,37.5028976,126.947971,"7",1159010300
413,37.504905,126.939191,"7",1159010200
414,37.499717,126.928189,"7",1159010800
415,37.4998779,126.9202444,"7",1156013200
416,37.500096,126.9099346,"7",1156013200
417,37.486087,126.887272,"7",1153010200
420,37.486686,126.838681,"7",1153010800
430,37.550148,127.127519,"8",1174010700
431,37.5302968,127.120421,"8",1174010800
432,37.5174538,127.1124181,"8",1171011100
433,37.505438,127.106981,"8",1171010400
434,37.499739,127.112201,"8",1171010400
435,37.4860192,127.122554,"8",1171010800
436,37.4786586,127.126228,"8",1171010900
468,37.57853317,126.797905,"9",1150011000
469,37.5637235,126.810685,"9",1150010800
470,37.5674816,126.816986,"9",1150010900
471,37.568193,126.841671,"9",1150010400
472,37.5613396,126.854577,"9",1150010400
473,37.5582067,126.860446,"9",1150010200
474,37.5508062,126.865371,"9",1150010200
475,37.5469556,126.874646,"9",1150010100
476,37.5443333,126.883052,"9",1147010200
477,37.5378339,126.893947,"9",1156013400
478,37.528128,126.917853,"9",1156011000
479,37.5174926,126.928233,"9",1156011000
480,37.5126442,126.953246,"9",1159010400
481,37.5089312,126.963643,"9",1159010500
482,37.5013767,126.987181,"9",1165010700
483,37.503487,126.996017,"9",1165010700
484,37.5042641,127.015256,"9",1165010700
485,37.5046634,127.025033,"9",1168010100
490,37.4701151,127.038559,"ND",1165010200
491,37.4472269,127.0556701,"ND",1165011100
593,35.0952257,128.960633,"B1",2638010400
594,35.1062178,128.966621,"B1",2638010300
595,35.1035756,128.973653,"B1",2638010200
596,35.0998012,128.983217,"B1",2638010100
597,35.0999237,128.992507,"B1",2638010100
598,35.1031491,128.999944,"B1",2638010100
599,35.1109049,129.012126,"B1",2614010500
600,35.1104436,129.017647,"B1",2614010200
601,35.1007115,129.019776,"B1",2614011400
602,35.0971053,129.0258,"B1",2611014100
603,35.0978759,129.034673,"B1",2611013600
604,35.1037866,129.036344,"B1",2611010700
605,35.1142986,129.039298,"B1",2617010100
606,35.1205187,129.042659,"B1",2617010100
607,35.1277581,129.047817,"B1",2617010100
608,35.1343687,129.054438,"B1",2617010300
609,35.1408685,129.059341,"B1",2617010400
610,35.1472775,129.059239,"B1",2623010400
611,35.1576697,129.059133,"B1,B2",2623010300
612,35.1625633,129.062955,"B1",2623010200
613,35.1728876,129.071178,"B1",2623010100
614,35.1796226,129.076508,"B1",2647010200
615,35.186028,129.081599,"B1,B3",2647010200
616,35.1957566,129.079987,"B1,BD",2647010100
617,35.2056188,129.078471,"B1,B4",2626010800
618,35.2125591,129.079696,"B1",2626010800
619,35.2202572,129.086372,"B1",2626010800
620,35.2296229,129.089346,"B1",2641010800
621,35.2380239,129.088167,"B1",2641010800
622,35.24733353,129.0912933,"B1",2641010700
623,35.256915,129.091376,"B1",2641010700
624,35.2651562,129.092406,"B1",2641010400
625,35.2730912,129.092638,"B1",2641010300
626,35.2838094,129.095029,"B1",2641010200
627,35.1698666,129.176868,"B2",2635010700
628,35.1666736,129.16875,"B2",2635010600
629,35.1636063,129.158853,"B2",2635010500
630,35.1613216,129.147978,"B2",2635010500
631,35.1689426,129.138708,"B2",2635010500
632,35.1688781,129.131639,"B2",2635010500
633,35.167063,129.122104,"B2",2650010200
634,35.1673644,129.115182,"B2,B3",2650010400
635,35.1578433,129.113141,"B2",2650010400
636,35.1497123,129.110961,"B2",2650010500
637,35.1419371,129.10776,"B2",2650010500
638,35.1375495,129.100434,"B2",2629010600
639,35.1351106,129.091919,"B2",2629010600
640,35.1347046,129.084361,"B2",2629010600
641,35.1355417,129.074444,"B2",2629010900
642,35.1390192,129.06739,"B2",2629010900
643,35.1457979,129.066745,"B2",2629010900
644,35.1530707,129.065398,"B2",2623010200
645,35.1573229,129.050094,"B2",2623010900
646,35.1559325,129.043316,"B2",2623011000
647,35.1540494,129.032587,"B2",2623011000
648,35.1532326,129.020541,"B2",2623011100
649,35.1512465,129.012093,"B2",2653010600
650,35.1504751,129.002907,"B2",2653010600
651,35.1554101,128.991363,"B2",2653010500
652,35.1622794,128.984634,"B2,BK",2653010400
653,35.1732652,128.983776,"B2",2653010300
654,35.1803591,128.9856,"B2",2653010300
655,35.1894801,128.98855,"B2",2653010200
656,35.1966491,128.99484,"B2",2632010500
657,35.2027627,128.999535,"B2",2632010500
658,35.210093,129.005292,"B2,B3",2632010400
659,35.2231642,129.009106,"B2",2632010200
660,35.235715,129.013859,"B2",2632010200
661,35.2461986,129.01286,"B2",2632010100
662,35.2585974,129.012387,"B2",2632010100
663,35.2671843,129.016786,"B2",2632010100
668,35.1715597,129.108437,"B3",2650010100
669,35.1734868,129.095536,"B3",2647010200
670,35.1767973,129.085694,"B3",2647010200
671,35.1885943,129.074102,"B3,BD",2647010100
672,35.1911883,129.067597,"B3",2647010100
673,35.1986722,129.065235,"B3",2626010900
674,35.2061374,129.068449,"B3,B4",2626010800
675,35.2131103,129.03642,"B3",2632010300
676,35.2133747,129.023881,"B3",2632010300
677,35.2121078,129.013122,"B3",2632010400
678,35.2065962,128.996313,"B3",2632010500
679,35.2111797,128.981991,"B3",2644010100
680,35.2124661,128.969433,"B3",2644010100
681,35.213173,128.960864,"B3,BK",2644010100
682,35.2017326,129.083839,"B4",2626010600
683,35.2002311,129.090695,"B4",2626010400
684,35.2002198,129.097859,"B4",2626010200
685,35.20531,129.101827,"B4",2626010100
686,35.2131278,129.107508,"B4",2641011000
687,35.2157616,129.115119,"B4",2641011100
688,35.21776199,129.1240234,"B4",2635010200
689,35.21812057,129.1369019,"B4",2635010200
690,35.225595,129.146223,"B4",2635010100
691,35.23242188,129.1538086,"B4",2635010100
692,35.23600006,129.1605225,"B4",2671033000
693,35.2373373,129.171696,"B4",2671033030
695,35.1632487,128.977716,"BK",2653010400
696,35.1663495,128.954915,"BK",2644010200
697,35.1719361,128.94853,"BK",2644010200
698,35.1819748,128.954148,"BK",2644010200
699,35.1961696,128.96354,"BK",2644010200
700,35.2140364,128.950656,"BK",2644010100
701,35.2176851,128.938384,"BK",2644010300
1024,37.6129388,127.103208,"KC",1126010500
1030,37.5073011,127.033907,"9",1168010800
1031,37.5130378,127.053347,"9",1168010500
1032,37.5142194,127.060084,"9",1168010500
1033,37.5667269,126.827401,"9",1150010500
1113,35.04819778,128.9655964,"B1",2638010600
1114,35.05767816,128.9712981,"B1",2638010600
1115,35.06515112,128.9796052,"B1",2638010600
1116,35.07495742,128.976622,"B1",2638010500
1117,35.08200196,128.9773429,"B1",2638010500
1118,35.08976475,128.9733914,"B1",2638010400
1146,35.16475677,129.0607452,"BD",2623010300
1147,35.17928696,129.068222,"BD",2647010100
1148,35.19732285,129.0911407,"BD",2626010400
1149,35.19603348,129.1017303,"BD",2626010200
1150,35.1900177,129.1201172,"BD",2635010400
1151,35.17921066,129.1247559,"BD",2635010400
1152,35.17119217,129.136734,"BD",2635010500
1153,35.18182373,129.1771393,"BD",2635010700
1154,35.18751526,129.2023621,"BD",2635010800
1155,35.19629669,129.2088165,"BD",2671025000
1156,35.24288177,129.2185059,"BD",2671025000
1157,35.26737976,129.2330627,"BD",2671031000
